"filename", "language", "PHP", "JavaScript", "XML", "PostCSS", "JSON", "Markdown", "comment", "blank", "total"
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\plugin-update-checker\vendor\Parsedown.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\plugin-update-checker\vendor\ParsedownModern.php", "PHP", 1193, 0, 0, 0, 0, 0, 0, 345, 1538
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\plugin-update-checker\vendor\PucReadmeParser.php", "PHP", 250, 0, 0, 0, 0, 0, 40, 59, 349
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\select2\select2.min.css", "PostCSS", 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\select2\select2.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 1, 0, 2
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\semantic\LICENSE.md", "Markdown", 0, 0, 0, 0, 0, 4, 0, 4, 8
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\semantic\semantic.min.css", "PostCSS", 0, 0, 0, 299, 0, 0, 73, 0, 372
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\semantic\semantic.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 10, 0, 11
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\semantic\themes\default\assets\fonts\brand-icons.svg", "XML", 0, 0, 1004, 0, 0, 0, 4, 1, 1009
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\semantic\themes\default\assets\fonts\icons.svg", "XML", 0, 0, 1514, 0, 0, 0, 4, 1, 1519
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\assets\lib\semantic\themes\default\assets\fonts\outline-icons.svg", "XML", 0, 0, 362, 0, 0, 0, 4, 1, 367
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\blocks\class-salesking-pending-gateway-blocks.php", "PHP", 54, 0, 0, 0, 0, 0, 0, 11, 65
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\blocks\pending-gateway-checkout.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 18
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\class-salesking-activator.php", "PHP", 40, 0, 0, 0, 0, 0, 7, 13, 60
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\class-salesking-helper.php", "PHP", 563, 0, 0, 0, 0, 0, 37, 106, 706
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\class-salesking-pending-gateway.php", "PHP", 75, 0, 0, 0, 0, 0, 10, 11, 96
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\class-salesking.php", "PHP", 2379, 0, 0, 0, 0, 0, 329, 719, 3427
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\class-salesking-new-announcement-email.php", "PHP", 107, 0, 0, 0, 0, 0, 6, 23, 136
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\class-salesking-new-message-email.php", "PHP", 111, 0, 0, 0, 0, 0, 6, 26, 143
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\class-salesking-new-payout-email.php", "PHP", 103, 0, 0, 0, 0, 0, 5, 24, 132
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\class-salesking-order-pending-email.php", "PHP", 82, 0, 0, 0, 0, 0, 1, 27, 110
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\templates\new-announcement-email-template.php", "PHP", 14, 0, 0, 0, 0, 0, 9, 7, 30
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\templates\new-message-email-template.php", "PHP", 21, 0, 0, 0, 0, 0, 9, 10, 40
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\templates\new-order-pending-email-template.php", "PHP", 33, 0, 0, 0, 0, 0, 16, 17, 66
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\templates\new-payout-email-template.php", "PHP", 20, 0, 0, 0, 0, 0, 10, 9, 39
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\templates\plain-new-announcement-email-template.php", "PHP", 14, 0, 0, 0, 0, 0, 3, 7, 24
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\templates\plain-new-message-email-template.php", "PHP", 14, 0, 0, 0, 0, 0, 3, 7, 24
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\templates\plain-new-order-pending-email-template.php", "PHP", 17, 0, 0, 0, 0, 0, 12, 11, 40
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\includes\emails\templates\plain-new-payout-email-template.php", "PHP", 18, 0, 0, 0, 0, 0, 3, 5, 26
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\languages\salesking-fa_IR-5f4560d692fe3cc2231bbf4b75557505.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\languages\salesking-fa_IR.l10n.php", "PHP", 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\assets\js\public.js", "JavaScript", 0, 972, 0, 0, 0, 0, 101, 178, 1251
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\class-salesking-public.php", "PHP", 3121, 0, 0, 0, 0, 0, 421, 754, 4296
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\affiliate-links.php", "PHP", 108, 0, 0, 0, 0, 0, 0, 18, 126
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\announcement.php", "PHP", 67, 0, 0, 0, 0, 0, 1, 4, 72
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\announcements.php", "PHP", 119, 0, 0, 0, 0, 0, 1, 9, 129
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\assets\b2bkingintegration\b2bkingintegration.css", "PostCSS", 0, 0, 0, 1337, 0, 0, 26, 23, 1386
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\assets\b2bkingintegration\jquerymodal\jquery.modal.min.css", "PostCSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\assets\b2bkingintegration\jquerymodal\jquery.modal.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 4, 0, 5
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\assets\css\dashlite.css", "PostCSS", 0, 0, 0, 8784, 0, 0, 91, 6813, 15688
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\assets\fonts\Nioicon.svg", "XML", 0, 0, 1041, 0, 0, 0, 0, 0, 1041
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\assets\js\apps\messages.js", "JavaScript", 0, 121, 0, 0, 0, 0, 0, 25, 146
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\assets\js\bundle.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\assets\js\charts\chart-ecommerce.js", "JavaScript", 0, 745, 0, 0, 0, 0, 0, 38, 783
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\assets\js\charts\chart-sales.js", "JavaScript", 0, 788, 0, 0, 0, 0, 10, 44, 842
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\assets\js\scripts.js", "JavaScript", 0, 712, 0, 0, 0, 0, 7, 111, 830
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\cart-sharing.php", "PHP", 149, 0, 0, 0, 0, 0, 1, 13, 163
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\coupons.php", "PHP", 250, 0, 0, 0, 0, 0, 3, 19, 272
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\customers.php", "PHP", 390, 0, 0, 0, 0, 0, 27, 47, 464
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\dashboard-content.php", "PHP", 671, 0, 0, 0, 0, 0, 17, 52, 740
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\earnings.php", "PHP", 901, 0, 0, 0, 0, 0, 25, 92, 1018
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\messages.php", "PHP", 425, 0, 0, 0, 0, 0, 36, 61, 522
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\offers.php", "PHP", 299, 0, 0, 0, 0, 0, 4, 26, 329
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\orders.php", "PHP", 253, 0, 0, 0, 0, 0, 5, 29, 287
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\payouts.php", "PHP", 270, 0, 0, 0, 0, 0, 4, 22, 296
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\profile-settings.php", "PHP", 73, 0, 0, 0, 0, 0, 0, 3, 76
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\profile.php", "PHP", 230, 0, 0, 0, 0, 0, 0, 15, 245
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\salesking-dashboard-login.php", "PHP", 259, 0, 0, 0, 0, 0, 13, 60, 332
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\salesking-dashboard.php", "PHP", 132, 0, 0, 0, 0, 0, 12, 24, 168
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\teams.php", "PHP", 208, 0, 0, 0, 0, 0, 3, 17, 228
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\templates\header-bar.php", "PHP", 205, 0, 0, 0, 0, 0, 12, 13, 230
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\templates\profile-sidebar.php", "PHP", 45, 0, 0, 0, 0, 0, 0, 3, 48
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\public\dashboard\templates\sidebar.php", "PHP", 92, 0, 0, 0, 0, 0, 2, 9, 103
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\salesking.php", "PHP", 28, 0, 0, 0, 0, 0, 41, 20, 89
"c:\Users\b.torabi\Documents\sepehrelectric-website\app\public\wp-content\plugins\salesking\uninstall.php", "PHP", 11, 0, 0, 0, 0, 0, 8, 7, 26
"Total", "-", 23329, 4610, 4094, 27929, 1562, 300, 4312, 13987, 80123
